"county","jurisdiction","candidate","party","office","district","votes"
"Hillsborough","Hillsborough","Mark Fernald","Democratic","Governor",,82
"Hillsborough","Hillsborough","Jeanne Shaheen","Democratic","Governor",,185
"Hillsborough","Hillsborough","Fred Bramante","Republican","Governor",,
"Hillsborough","Hillsborough","Jeffrey R. Howard","Republican","Governor",,
"Hillsborough","Hillsborough","Gordon J. Humphrey","Republican","Governor",,1
"Hillsborough","Hillsborough","Jim Marron","Republican","Governor",,
"Hillsborough","Hillsborough","Jim Squires","Republican","Governor",,
"Hillsborough","Hillsborough","Scatter",,"Governor",,
"Hillsborough","Hollis","Mark Fernald","Democratic","Governor",,107
"Hillsborough","Hollis","Jeanne Shaheen","Democratic","Governor",,160
"Hillsborough","Hollis","Fred Bramante","Republican","Governor",,
"Hillsborough","Hollis","Jeffrey R. Howard","Republican","Governor",,
"Hillsborough","Hollis","Gordon J. Humphrey","Republican","Governor",,
"Hillsborough","Hollis","Jim Marron","Republican","Governor",,
"Hillsborough","Hollis","Jim Squires","Republican","Governor",,
"Hillsborough","Hollis","Scatter",,"Governor",,
"Hillsborough","Hudson","Mark Fernald","Democratic","Governor",,200
"Hillsborough","Hudson","Jeanne Shaheen","Democratic","Governor",,557
"Hillsborough","Hudson","Fred Bramante","Republican","Governor",,
"Hillsborough","Hudson","Jeffrey R. Howard","Republican","Governor",,
"Hillsborough","Hudson","Gordon J. Humphrey","Republican","Governor",,
"Hillsborough","Hudson","Jim Marron","Republican","Governor",,
"Hillsborough","Hudson","Jim Squires","Republican","Governor",,
"Hillsborough","Hudson","Scatter",,"Governor",,
"Hillsborough","Litchfield","Mark Fernald","Democratic","Governor",,68
"Hillsborough","Litchfield","Jeanne Shaheen","Democratic","Governor",,156
"Hillsborough","Litchfield","Fred Bramante","Republican","Governor",,1
"Hillsborough","Litchfield","Jeffrey R. Howard","Republican","Governor",,1
"Hillsborough","Litchfield","Gordon J. Humphrey","Republican","Governor",,5
"Hillsborough","Litchfield","Jim Marron","Republican","Governor",,
"Hillsborough","Litchfield","Jim Squires","Republican","Governor",,3
"Hillsborough","Litchfield","Scatter",,"Governor",,
"Hillsborough","Lyndeborough","Mark Fernald","Democratic","Governor",,45
"Hillsborough","Lyndeborough","Jeanne Shaheen","Democratic","Governor",,47
"Hillsborough","Lyndeborough","Fred Bramante","Republican","Governor",,
"Hillsborough","Lyndeborough","Jeffrey R. Howard","Republican","Governor",,
"Hillsborough","Lyndeborough","Gordon J. Humphrey","Republican","Governor",,
"Hillsborough","Lyndeborough","Jim Marron","Republican","Governor",,
"Hillsborough","Lyndeborough","Jim Squires","Republican","Governor",,
"Hillsborough","Lyndeborough","Scatter",,"Governor",,
"Hillsborough","Manchester Ward 1","Mark Fernald","Democratic","Governor",,232
"Hillsborough","Manchester Ward 1","Jeanne Shaheen","Democratic","Governor",,605
"Hillsborough","Manchester Ward 1","Fred Bramante","Republican","Governor",,
"Hillsborough","Manchester Ward 1","Jeffrey R. Howard","Republican","Governor",,
"Hillsborough","Manchester Ward 1","Gordon J. Humphrey","Republican","Governor",,
"Hillsborough","Manchester Ward 1","Jim Marron","Republican","Governor",,
"Hillsborough","Manchester Ward 1","Jim Squires","Republican","Governor",,
"Hillsborough","Manchester Ward 1","Scatter",,"Governor",,
"Hillsborough","Manchester Ward 2","Mark Fernald","Democratic","Governor",,219
"Hillsborough","Manchester Ward 2","Jeanne Shaheen","Democratic","Governor",,550
"Hillsborough","Manchester Ward 2","Fred Bramante","Republican","Governor",,
"Hillsborough","Manchester Ward 2","Jeffrey R. Howard","Republican","Governor",,3
"Hillsborough","Manchester Ward 2","Gordon J. Humphrey","Republican","Governor",,7
"Hillsborough","Manchester Ward 2","Jim Marron","Republican","Governor",,
"Hillsborough","Manchester Ward 2","Jim Squires","Republican","Governor",,2
"Hillsborough","Manchester Ward 2","Scatter",,"Governor",,2
"Hillsborough","Manchester Ward 3","Mark Fernald","Democratic","Governor",,100
"Hillsborough","Manchester Ward 3","Jeanne Shaheen","Democratic","Governor",,415
"Hillsborough","Manchester Ward 3","Fred Bramante","Republican","Governor",,
"Hillsborough","Manchester Ward 3","Jeffrey R. Howard","Republican","Governor",,6
"Hillsborough","Manchester Ward 3","Gordon J. Humphrey","Republican","Governor",,7
"Hillsborough","Manchester Ward 3","Jim Marron","Republican","Governor",,
"Hillsborough","Manchester Ward 3","Jim Squires","Republican","Governor",,
"Hillsborough","Manchester Ward 3","Scatter",,"Governor",,1
"Hillsborough","Manchester Ward 4","Mark Fernald","Democratic","Governor",,130
"Hillsborough","Manchester Ward 4","Jeanne Shaheen","Democratic","Governor",,408
"Hillsborough","Manchester Ward 4","Fred Bramante","Republican","Governor",,
"Hillsborough","Manchester Ward 4","Jeffrey R. Howard","Republican","Governor",,1
"Hillsborough","Manchester Ward 4","Gordon J. Humphrey","Republican","Governor",,16
"Hillsborough","Manchester Ward 4","Jim Marron","Republican","Governor",,
"Hillsborough","Manchester Ward 4","Jim Squires","Republican","Governor",,3
"Hillsborough","Manchester Ward 4","Scatter",,"Governor",,
"Hillsborough","Manchester Ward 5","Mark Fernald","Democratic","Governor",,136
"Hillsborough","Manchester Ward 5","Jeanne Shaheen","Democratic","Governor",,464
"Hillsborough","Manchester Ward 5","Fred Bramante","Republican","Governor",,
"Hillsborough","Manchester Ward 5","Jeffrey R. Howard","Republican","Governor",,1
"Hillsborough","Manchester Ward 5","Gordon J. Humphrey","Republican","Governor",,12
"Hillsborough","Manchester Ward 5","Jim Marron","Republican","Governor",,
"Hillsborough","Manchester Ward 5","Jim Squires","Republican","Governor",,
"Hillsborough","Manchester Ward 5","Scatter",,"Governor",,1
"Hillsborough","Manchester Ward 6","Mark Fernald","Democratic","Governor",,205
"Hillsborough","Manchester Ward 6","Jeanne Shaheen","Democratic","Governor",,726
"Hillsborough","Manchester Ward 6","Fred Bramante","Republican","Governor",,
"Hillsborough","Manchester Ward 6","Jeffrey R. Howard","Republican","Governor",,6
"Hillsborough","Manchester Ward 6","Gordon J. Humphrey","Republican","Governor",,20
"Hillsborough","Manchester Ward 6","Jim Marron","Republican","Governor",,
"Hillsborough","Manchester Ward 6","Jim Squires","Republican","Governor",,5
"Hillsborough","Manchester Ward 6","Scatter",,"Governor",,2
"Hillsborough","Manchester Ward 7","Mark Fernald","Democratic","Governor",,178
"Hillsborough","Manchester Ward 7","Jeanne Shaheen","Democratic","Governor",,491
"Hillsborough","Manchester Ward 7","Fred Bramante","Republican","Governor",,2
"Hillsborough","Manchester Ward 7","Jeffrey R. Howard","Republican","Governor",,4
"Hillsborough","Manchester Ward 7","Gordon J. Humphrey","Republican","Governor",,13
"Hillsborough","Manchester Ward 7","Jim Marron","Republican","Governor",,
"Hillsborough","Manchester Ward 7","Jim Squires","Republican","Governor",,
"Hillsborough","Manchester Ward 7","Scatter",,"Governor",,1
"Hillsborough","Manchester Ward 8","Mark Fernald","Democratic","Governor",,232
"Hillsborough","Manchester Ward 8","Jeanne Shaheen","Democratic","Governor",,628
"Hillsborough","Manchester Ward 8","Fred Bramante","Republican","Governor",,
"Hillsborough","Manchester Ward 8","Jeffrey R. Howard","Republican","Governor",,7
"Hillsborough","Manchester Ward 8","Gordon J. Humphrey","Republican","Governor",,8
"Hillsborough","Manchester Ward 8","Jim Marron","Republican","Governor",,
"Hillsborough","Manchester Ward 8","Jim Squires","Republican","Governor",,1
"Hillsborough","Manchester Ward 8","Scatter",,"Governor",,
"Hillsborough","Manchester Ward 9","Mark Fernald","Democratic","Governor",,180
"Hillsborough","Manchester Ward 9","Jeanne Shaheen","Democratic","Governor",,589
"Hillsborough","Manchester Ward 9","Fred Bramante","Republican","Governor",,
"Hillsborough","Manchester Ward 9","Jeffrey R. Howard","Republican","Governor",,8
"Hillsborough","Manchester Ward 9","Gordon J. Humphrey","Republican","Governor",,15
"Hillsborough","Manchester Ward 9","Jim Marron","Republican","Governor",,
"Hillsborough","Manchester Ward 9","Jim Squires","Republican","Governor",,2
"Hillsborough","Manchester Ward 9","Scatter",,"Governor",,
"Hillsborough","Manchester Ward 10","Mark Fernald","Democratic","Governor",,172
"Hillsborough","Manchester Ward 10","Jeanne Shaheen","Democratic","Governor",,589
"Hillsborough","Manchester Ward 10","Fred Bramante","Republican","Governor",,
"Hillsborough","Manchester Ward 10","Jeffrey R. Howard","Republican","Governor",,6
"Hillsborough","Manchester Ward 10","Gordon J. Humphrey","Republican","Governor",,16
"Hillsborough","Manchester Ward 10","Jim Marron","Republican","Governor",,
"Hillsborough","Manchester Ward 10","Jim Squires","Republican","Governor",,
"Hillsborough","Manchester Ward 10","Scatter",,"Governor",,1
"Hillsborough","Manchester Ward 11","Mark Fernald","Democratic","Governor",,134
"Hillsborough","Manchester Ward 11","Jeanne Shaheen","Democratic","Governor",,382
"Hillsborough","Manchester Ward 11","Fred Bramante","Republican","Governor",,
"Hillsborough","Manchester Ward 11","Jeffrey R. Howard","Republican","Governor",,3
"Hillsborough","Manchester Ward 11","Gordon J. Humphrey","Republican","Governor",,13
"Hillsborough","Manchester Ward 11","Jim Marron","Republican","Governor",,
"Hillsborough","Manchester Ward 11","Jim Squires","Republican","Governor",,1
"Hillsborough","Manchester Ward 11","Scatter",,"Governor",,
"Hillsborough","Manchester Ward 12","Mark Fernald","Democratic","Governor",,164
"Hillsborough","Manchester Ward 12","Jeanne Shaheen","Democratic","Governor",,450
"Hillsborough","Manchester Ward 12","Fred Bramante","Republican","Governor",,1
"Hillsborough","Manchester Ward 12","Jeffrey R. Howard","Republican","Governor",,3
"Hillsborough","Manchester Ward 12","Gordon J. Humphrey","Republican","Governor",,13
"Hillsborough","Manchester Ward 12","Jim Marron","Republican","Governor",,
"Hillsborough","Manchester Ward 12","Jim Squires","Republican","Governor",,
"Hillsborough","Manchester Ward 12","Scatter",,"Governor",,2
"Hillsborough","Mason","Mark Fernald","Democratic","Governor",,30
"Hillsborough","Mason","Jeanne Shaheen","Democratic","Governor",,26
"Hillsborough","Mason","Fred Bramante","Republican","Governor",,
"Hillsborough","Mason","Jeffrey R. Howard","Republican","Governor",,
"Hillsborough","Mason","Gordon J. Humphrey","Republican","Governor",,1
"Hillsborough","Mason","Jim Marron","Republican","Governor",,
"Hillsborough","Mason","Jim Squires","Republican","Governor",,
"Hillsborough","Mason","Scatter",,"Governor",,
"Hillsborough","Merrimack","Mark Fernald","Democratic","Governor",,313
"Hillsborough","Merrimack","Jeanne Shaheen","Democratic","Governor",,913
"Hillsborough","Merrimack","Fred Bramante","Republican","Governor",,
"Hillsborough","Merrimack","Jeffrey R. Howard","Republican","Governor",,4
"Hillsborough","Merrimack","Gordon J. Humphrey","Republican","Governor",,8
"Hillsborough","Merrimack","Jim Marron","Republican","Governor",,
"Hillsborough","Merrimack","Jim Squires","Republican","Governor",,12
"Hillsborough","Merrimack","Scatter",,"Governor",,
"Hillsborough","Milford","Mark Fernald","Democratic","Governor",,310
"Hillsborough","Milford","Jeanne Shaheen","Democratic","Governor",,339
"Hillsborough","Milford","Fred Bramante","Republican","Governor",,
"Hillsborough","Milford","Jeffrey R. Howard","Republican","Governor",,1
"Hillsborough","Milford","Gordon J. Humphrey","Republican","Governor",,4
"Hillsborough","Milford","Jim Marron","Republican","Governor",,
"Hillsborough","Milford","Jim Squires","Republican","Governor",,7
"Hillsborough","Milford","Scatter",,"Governor",,
"Hillsborough","Mont Vernon","Mark Fernald","Democratic","Governor",,50
"Hillsborough","Mont Vernon","Jeanne Shaheen","Democratic","Governor",,86
"Hillsborough","Mont Vernon","Fred Bramante","Republican","Governor",,1
"Hillsborough","Mont Vernon","Jeffrey R. Howard","Republican","Governor",,
"Hillsborough","Mont Vernon","Gordon J. Humphrey","Republican","Governor",,
"Hillsborough","Mont Vernon","Jim Marron","Republican","Governor",,
"Hillsborough","Mont Vernon","Jim Squires","Republican","Governor",,1
"Hillsborough","Mont Vernon","Scatter",,"Governor",,
"Hillsborough","Nashua Ward 1","Mark Fernald","Democratic","Governor",,151
"Hillsborough","Nashua Ward 1","Jeanne Shaheen","Democratic","Governor",,404
"Hillsborough","Nashua Ward 1","Fred Bramante","Republican","Governor",,
"Hillsborough","Nashua Ward 1","Jeffrey R. Howard","Republican","Governor",,1
"Hillsborough","Nashua Ward 1","Gordon J. Humphrey","Republican","Governor",,2
"Hillsborough","Nashua Ward 1","Jim Marron","Republican","Governor",,
"Hillsborough","Nashua Ward 1","Jim Squires","Republican","Governor",,7
"Hillsborough","Nashua Ward 1","Scatter",,"Governor",,
"Hillsborough","Nashua Ward 2","Mark Fernald","Democratic","Governor",,93
"Hillsborough","Nashua Ward 2","Jeanne Shaheen","Democratic","Governor",,330
"Hillsborough","Nashua Ward 2","Fred Bramante","Republican","Governor",,
"Hillsborough","Nashua Ward 2","Jeffrey R. Howard","Republican","Governor",,
"Hillsborough","Nashua Ward 2","Gordon J. Humphrey","Republican","Governor",,1
"Hillsborough","Nashua Ward 2","Jim Marron","Republican","Governor",,
"Hillsborough","Nashua Ward 2","Jim Squires","Republican","Governor",,7
"Hillsborough","Nashua Ward 2","Scatter",,"Governor",,1
"Hillsborough","Nashua Ward 3","Mark Fernald","Democratic","Governor",,110
"Hillsborough","Nashua Ward 3","Jeanne Shaheen","Democratic","Governor",,311
"Hillsborough","Nashua Ward 3","Fred Bramante","Republican","Governor",,
"Hillsborough","Nashua Ward 3","Jeffrey R. Howard","Republican","Governor",,1
"Hillsborough","Nashua Ward 3","Gordon J. Humphrey","Republican","Governor",,2
"Hillsborough","Nashua Ward 3","Jim Marron","Republican","Governor",,
"Hillsborough","Nashua Ward 3","Jim Squires","Republican","Governor",,8
"Hillsborough","Nashua Ward 3","Scatter",,"Governor",,
"Hillsborough","Nashua Ward 4","Mark Fernald","Democratic","Governor",,44
"Hillsborough","Nashua Ward 4","Jeanne Shaheen","Democratic","Governor",,246
"Hillsborough","Nashua Ward 4","Fred Bramante","Republican","Governor",,
"Hillsborough","Nashua Ward 4","Jeffrey R. Howard","Republican","Governor",,
"Hillsborough","Nashua Ward 4","Gordon J. Humphrey","Republican","Governor",,2
"Hillsborough","Nashua Ward 4","Jim Marron","Republican","Governor",,
"Hillsborough","Nashua Ward 4","Jim Squires","Republican","Governor",,3
"Hillsborough","Nashua Ward 4","Scatter",,"Governor",,
"Hillsborough","Nashua Ward 5","Mark Fernald","Democratic","Governor",,104
"Hillsborough","Nashua Ward 5","Jeanne Shaheen","Democratic","Governor",,315
"Hillsborough","Nashua Ward 5","Fred Bramante","Republican","Governor",,
"Hillsborough","Nashua Ward 5","Jeffrey R. Howard","Republican","Governor",,
"Hillsborough","Nashua Ward 5","Gordon J. Humphrey","Republican","Governor",,
"Hillsborough","Nashua Ward 5","Jim Marron","Republican","Governor",,
"Hillsborough","Nashua Ward 5","Jim Squires","Republican","Governor",,
"Hillsborough","Nashua Ward 5","Scatter",,"Governor",,
"Hillsborough","Nashua Ward 6","Mark Fernald","Democratic","Governor",,107
"Hillsborough","Nashua Ward 6","Jeanne Shaheen","Democratic","Governor",,382
"Hillsborough","Nashua Ward 6","Fred Bramante","Republican","Governor",,
"Hillsborough","Nashua Ward 6","Jeffrey R. Howard","Republican","Governor",,1
"Hillsborough","Nashua Ward 6","Gordon J. Humphrey","Republican","Governor",,1
"Hillsborough","Nashua Ward 6","Jim Marron","Republican","Governor",,
"Hillsborough","Nashua Ward 6","Jim Squires","Republican","Governor",,6
"Hillsborough","Nashua Ward 6","Scatter",,"Governor",,
"Hillsborough","Nashua Ward 7","Mark Fernald","Democratic","Governor",,106
"Hillsborough","Nashua Ward 7","Jeanne Shaheen","Democratic","Governor",,384
"Hillsborough","Nashua Ward 7","Fred Bramante","Republican","Governor",,
"Hillsborough","Nashua Ward 7","Jeffrey R. Howard","Republican","Governor",,3
"Hillsborough","Nashua Ward 7","Gordon J. Humphrey","Republican","Governor",,
"Hillsborough","Nashua Ward 7","Jim Marron","Republican","Governor",,
"Hillsborough","Nashua Ward 7","Jim Squires","Republican","Governor",,4
"Hillsborough","Nashua Ward 7","Scatter",,"Governor",,1
"Hillsborough","Nashua Ward 8","Mark Fernald","Democratic","Governor",,68
"Hillsborough","Nashua Ward 8","Jeanne Shaheen","Democratic","Governor",,306
"Hillsborough","Nashua Ward 8","Fred Bramante","Republican","Governor",,
"Hillsborough","Nashua Ward 8","Jeffrey R. Howard","Republican","Governor",,
"Hillsborough","Nashua Ward 8","Gordon J. Humphrey","Republican","Governor",,5
"Hillsborough","Nashua Ward 8","Jim Marron","Republican","Governor",,
"Hillsborough","Nashua Ward 8","Jim Squires","Republican","Governor",,6
"Hillsborough","Nashua Ward 8","Scatter",,"Governor",,1
"Hillsborough","Nashua Ward 9","Mark Fernald","Democratic","Governor",,88
"Hillsborough","Nashua Ward 9","Jeanne Shaheen","Democratic","Governor",,340
"Hillsborough","Nashua Ward 9","Fred Bramante","Republican","Governor",,
"Hillsborough","Nashua Ward 9","Jeffrey R. Howard","Republican","Governor",,1
"Hillsborough","Nashua Ward 9","Gordon J. Humphrey","Republican","Governor",,
"Hillsborough","Nashua Ward 9","Jim Marron","Republican","Governor",,
"Hillsborough","Nashua Ward 9","Jim Squires","Republican","Governor",,3
"Hillsborough","Nashua Ward 9","Scatter",,"Governor",,1
"Hillsborough","New Boston","Mark Fernald","Democratic","Governor",,101
"Hillsborough","New Boston","Jeanne Shaheen","Democratic","Governor",,130
"Hillsborough","New Boston","Fred Bramante","Republican","Governor",,
"Hillsborough","New Boston","Jeffrey R. Howard","Republican","Governor",,
"Hillsborough","New Boston","Gordon J. Humphrey","Republican","Governor",,1
"Hillsborough","New Boston","Jim Marron","Republican","Governor",,
"Hillsborough","New Boston","Jim Squires","Republican","Governor",,1
"Hillsborough","New Boston","Scatter",,"Governor",,
"Hillsborough","New Ipswich","Mark Fernald","Democratic","Governor",,107
"Hillsborough","New Ipswich","Jeanne Shaheen","Democratic","Governor",,73
"Hillsborough","New Ipswich","Fred Bramante","Republican","Governor",,
"Hillsborough","New Ipswich","Jeffrey R. Howard","Republican","Governor",,
"Hillsborough","New Ipswich","Gordon J. Humphrey","Republican","Governor",,1
"Hillsborough","New Ipswich","Jim Marron","Republican","Governor",,
"Hillsborough","New Ipswich","Jim Squires","Republican","Governor",,1
"Hillsborough","New Ipswich","Scatter",,"Governor",,
"Hillsborough","Pelham","Mark Fernald","Democratic","Governor",,91
"Hillsborough","Pelham","Jeanne Shaheen","Democratic","Governor",,178
"Hillsborough","Pelham","Fred Bramante","Republican","Governor",,
"Hillsborough","Pelham","Jeffrey R. Howard","Republican","Governor",,
"Hillsborough","Pelham","Gordon J. Humphrey","Republican","Governor",,
"Hillsborough","Pelham","Jim Marron","Republican","Governor",,
"Hillsborough","Pelham","Jim Squires","Republican","Governor",,1
"Hillsborough","Pelham","Scatter",,"Governor",,
"Hillsborough","Peterborough","Mark Fernald","Democratic","Governor",,607
"Hillsborough","Peterborough","Jeanne Shaheen","Democratic","Governor",,195
"Hillsborough","Peterborough","Fred Bramante","Republican","Governor",,1
"Hillsborough","Peterborough","Jeffrey R. Howard","Republican","Governor",,1
"Hillsborough","Peterborough","Gordon J. Humphrey","Republican","Governor",,1
"Hillsborough","Peterborough","Jim Marron","Republican","Governor",,
"Hillsborough","Peterborough","Jim Squires","Republican","Governor",,2
"Hillsborough","Peterborough","Scatter",,"Governor",,
"Hillsborough","Sharon","Mark Fernald","Democratic","Governor",,57
"Hillsborough","Sharon","Jeanne Shaheen","Democratic","Governor",,8
"Hillsborough","Sharon","Fred Bramante","Republican","Governor",,
"Hillsborough","Sharon","Jeffrey R. Howard","Republican","Governor",,
"Hillsborough","Sharon","Gordon J. Humphrey","Republican","Governor",,
"Hillsborough","Sharon","Jim Marron","Republican","Governor",,
"Hillsborough","Sharon","Jim Squires","Republican","Governor",,
"Hillsborough","Sharon","Scatter",,"Governor",,
"Hillsborough","Temple","Mark Fernald","Democratic","Governor",,80
"Hillsborough","Temple","Jeanne Shaheen","Democratic","Governor",,51
"Hillsborough","Temple","Fred Bramante","Republican","Governor",,
"Hillsborough","Temple","Jeffrey R. Howard","Republican","Governor",,
"Hillsborough","Temple","Gordon J. Humphrey","Republican","Governor",,
"Hillsborough","Temple","Jim Marron","Republican","Governor",,
"Hillsborough","Temple","Jim Squires","Republican","Governor",,
"Hillsborough","Temple","Scatter",,"Governor",,
"Hillsborough","Weare","Mark Fernald","Democratic","Governor",,120
"Hillsborough","Weare","Jeanne Shaheen","Democratic","Governor",,232
"Hillsborough","Weare","Fred Bramante","Republican","Governor",,
"Hillsborough","Weare","Jeffrey R. Howard","Republican","Governor",,2
"Hillsborough","Weare","Gordon J. Humphrey","Republican","Governor",,1
"Hillsborough","Weare","Jim Marron","Republican","Governor",,
"Hillsborough","Weare","Jim Squires","Republican","Governor",,3
"Hillsborough","Weare","Scatter",,"Governor",,
"Hillsborough","Wilton","Mark Fernald","Democratic","Governor",,165
"Hillsborough","Wilton","Jeanne Shaheen","Democratic","Governor",,149
"Hillsborough","Wilton","Fred Bramante","Republican","Governor",,
"Hillsborough","Wilton","Jeffrey R. Howard","Republican","Governor",,
"Hillsborough","Wilton","Gordon J. Humphrey","Republican","Governor",,1
"Hillsborough","Wilton","Jim Marron","Republican","Governor",,
"Hillsborough","Wilton","Jim Squires","Republican","Governor",,2
"Hillsborough","Wilton","Scatter",,"Governor",,
"Hillsborough","Windsor","Mark Fernald","Democratic","Governor",,7
"Hillsborough","Windsor","Jeanne Shaheen","Democratic","Governor",,5
"Hillsborough","Windsor","Fred Bramante","Republican","Governor",,
"Hillsborough","Windsor","Jeffrey R. Howard","Republican","Governor",,
"Hillsborough","Windsor","Gordon J. Humphrey","Republican","Governor",,
"Hillsborough","Windsor","Jim Marron","Republican","Governor",,
"Hillsborough","Windsor","Jim Squires","Republican","Governor",,
"Hillsborough","Windsor","Scatter",,"Governor",,
"Hillsborough",,"Mark Fernald","Democratic","Governor",,6843
"Hillsborough",,"Jeanne Shaheen","Democratic","Governor",,14940
"Hillsborough",,"Fred Bramante","Republican","Governor",,6
"Hillsborough",,"Jeffrey R. Howard","Republican","Governor",,70
"Hillsborough",,"Gordon J. Humphrey","Republican","Governor",,194
"Hillsborough",,"Jim Marron","Republican","Governor",,1
"Hillsborough",,"Jim Squires","Republican","Governor",,103
"Hillsborough",,"Scatter",,"Governor",,16
"Merrimack","Allenstown","Mark Fernald","Democratic","Governor",,79
"Merrimack","Allenstown","Jeanne Shaheen","Democratic","Governor",,233
"Merrimack","Allenstown","Fred Bramante","Republican","Governor",,
"Merrimack","Allenstown","Jeffrey R. Howard","Republican","Governor",,
"Merrimack","Allenstown","Gordon J. Humphrey","Republican","Governor",,
"Merrimack","Allenstown","Jim Marron","Republican","Governor",,5
"Merrimack","Allenstown","Jim Squires","Republican","Governor",,
"Merrimack","Allenstown","Scatter",,"Governor",,
"Merrimack","Andover","Mark Fernald","Democratic","Governor",,57
"Merrimack","Andover","Jeanne Shaheen","Democratic","Governor",,115
"Merrimack","Andover","Fred Bramante","Republican","Governor",,
"Merrimack","Andover","Jeffrey R. Howard","Republican","Governor",,
"Merrimack","Andover","Gordon J. Humphrey","Republican","Governor",,
"Merrimack","Andover","Jim Marron","Republican","Governor",,
"Merrimack","Andover","Jim Squires","Republican","Governor",,
"Merrimack","Andover","Scatter",,"Governor",,
"Merrimack","Boscawen","Mark Fernald","Democratic","Governor",,66
"Merrimack","Boscawen","Jeanne Shaheen","Democratic","Governor",,164
"Merrimack","Boscawen","Fred Bramante","Republican","Governor",,
"Merrimack","Boscawen","Jeffrey R. Howard","Republican","Governor",,2
"Merrimack","Boscawen","Gordon J. Humphrey","Republican","Governor",,
"Merrimack","Boscawen","Jim Marron","Republican","Governor",,
"Merrimack","Boscawen","Jim Squires","Republican","Governor",,
"Merrimack","Boscawen","Scatter",,"Governor",,
"Merrimack","Bow","Mark Fernald","Democratic","Governor",,203
"Merrimack","Bow","Jeanne Shaheen","Democratic","Governor",,367
"Merrimack","Bow","Fred Bramante","Republican","Governor",,
"Merrimack","Bow","Jeffrey R. Howard","Republican","Governor",,1
"Merrimack","Bow","Gordon J. Humphrey","Republican","Governor",,2
"Merrimack","Bow","Jim Marron","Republican","Governor",,
"Merrimack","Bow","Jim Squires","Republican","Governor",,4
"Merrimack","Bow","Scatter",,"Governor",,
"Merrimack","Bradford","Mark Fernald","Democratic","Governor",,77
"Merrimack","Bradford","Jeanne Shaheen","Democratic","Governor",,67
"Merrimack","Bradford","Fred Bramante","Republican","Governor",,
"Merrimack","Bradford","Jeffrey R. Howard","Republican","Governor",,
"Merrimack","Bradford","Gordon J. Humphrey","Republican","Governor",,
"Merrimack","Bradford","Jim Marron","Republican","Governor",,
"Merrimack","Bradford","Jim Squires","Republican","Governor",,
"Merrimack","Bradford","Scatter",,"Governor",,
"Merrimack","Canterbury","Mark Fernald","Democratic","Governor",,108
"Merrimack","Canterbury","Jeanne Shaheen","Democratic","Governor",,118
"Merrimack","Canterbury","Fred Bramante","Republican","Governor",,
"Merrimack","Canterbury","Jeffrey R. Howard","Republican","Governor",,
"Merrimack","Canterbury","Gordon J. Humphrey","Republican","Governor",,
"Merrimack","Canterbury","Jim Marron","Republican","Governor",,
"Merrimack","Canterbury","Jim Squires","Republican","Governor",,2
"Merrimack","Canterbury","Scatter",,"Governor",,
"Merrimack","Chichester","Mark Fernald","Democratic","Governor",,49
"Merrimack","Chichester","Jeanne Shaheen","Democratic","Governor",,106
"Merrimack","Chichester","Fred Bramante","Republican","Governor",,
"Merrimack","Chichester","Jeffrey R. Howard","Republican","Governor",,
"Merrimack","Chichester","Gordon J. Humphrey","Republican","Governor",,2
"Merrimack","Chichester","Jim Marron","Republican","Governor",,
"Merrimack","Chichester","Jim Squires","Republican","Governor",,
"Merrimack","Chichester","Scatter",,"Governor",,
"Merrimack","Concord Ward 1","Mark Fernald","Democratic","Governor",,84
"Merrimack","Concord Ward 1","Jeanne Shaheen","Democratic","Governor",,204
"Merrimack","Concord Ward 1","Fred Bramante","Republican","Governor",,
"Merrimack","Concord Ward 1","Jeffrey R. Howard","Republican","Governor",,4
"Merrimack","Concord Ward 1","Gordon J. Humphrey","Republican","Governor",,3
"Merrimack","Concord Ward 1","Jim Marron","Republican","Governor",,
"Merrimack","Concord Ward 1","Jim Squires","Republican","Governor",,3
"Merrimack","Concord Ward 1","Scatter",,"Governor",,1
"Merrimack","Concord Ward 2","Mark Fernald","Democratic","Governor",,89
"Merrimack","Concord Ward 2","Jeanne Shaheen","Democratic","Governor",,175
"Merrimack","Concord Ward 2","Fred Bramante","Republican","Governor",,
"Merrimack","Concord Ward 2","Jeffrey R. Howard","Republican","Governor",,3
"Merrimack","Concord Ward 2","Gordon J. Humphrey","Republican","Governor",,1
"Merrimack","Concord Ward 2","Jim Marron","Republican","Governor",,
"Merrimack","Concord Ward 2","Jim Squires","Republican","Governor",,1
"Merrimack","Concord Ward 2","Scatter",,"Governor",,
"Merrimack","Concord Ward 3","Mark Fernald","Democratic","Governor",,130
"Merrimack","Concord Ward 3","Jeanne Shaheen","Democratic","Governor",,181
"Merrimack","Concord Ward 3","Fred Bramante","Republican","Governor",,
"Merrimack","Concord Ward 3","Jeffrey R. Howard","Republican","Governor",,1
"Merrimack","Concord Ward 3","Gordon J. Humphrey","Republican","Governor",,
"Merrimack","Concord Ward 3","Jim Marron","Republican","Governor",,
"Merrimack","Concord Ward 3","Jim Squires","Republican","Governor",,3
"Merrimack","Concord Ward 3","Scatter",,"Governor",,
"Merrimack","Concord Ward 4","Mark Fernald","Democratic","Governor",,167
"Merrimack","Concord Ward 4","Jeanne Shaheen","Democratic","Governor",,279
"Merrimack","Concord Ward 4","Fred Bramante","Republican","Governor",,
"Merrimack","Concord Ward 4","Jeffrey R. Howard","Republican","Governor",,
